<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","estado_pil","grupo_mode_veh"
1335,18,"Marzo","Lunes",20,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Ignorado","COLISION","Suzuki","Ignorado","IGNORADO","Ignorado"
1336,18,"Marzo","Lunes",20,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Amarillo","Ignorado","COLISION","Italika","Ignorado","IGNORADO","Ignorado"
1337,18,"Marzo","Lunes",14,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Amarillo","Ignorado","CHOQUE","Ignorado","25-29","NORMAL","Ignorado"
1338,18,"Marzo","Lunes",10,"Alta Verapaz","Cobán","RURAL","Ignorado","Hombre","23","Mayor","Motocicleta","Rojo","Ignorado","CHOQUE","Italika","20-24","NORMAL","Ignorado"
1339,18,"Marzo","Lunes",21,"Alta Verapaz","Cobán","RURAL","Ignorado","Hombre","16","Menor","Motocicleta","Negro","Ignorado","CHOQUE","Suzuki","15-19","NORMAL","Ignorado"
1340,18,"Marzo","Lunes",0,"Petén","Flores","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
1341,18,"Marzo","Lunes",0,"Petén","Flores","RURAL","Ignorado","Hombre","21","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
1342,18,"Marzo","Lunes",10,"Quiché","Santa Cruz del Quiché","RURAL","Ignorado","Hombre","25","Mayor","Pick up","Rojo","1980-1989","COLISION","Toyota","25-29","EBRIO","1980-1989"
1343,18,"Marzo","Lunes",10,"Quiché","Santa Cruz del Quiché","RURAL","Ignorado","Hombre","24","Mayor","Microbus","Gris","2000-2009","COLISION","Nissan_duplicated_37","20-24","NORMAL","2000-2009"
1344,18,"Marzo","Lunes",13,"Quiché","Santa Cruz del Quiché","RURAL","Ignorado","Hombre","27","Mayor","Motocicleta","Corinto","2010-2013","CHOQUE","Bajaj","25-29","NORMAL","2010-2014"
1345,19,"Marzo","Martes",23,"Guatemala","Guatemala","URBANO","1","Hombre","21","Mayor","Motocicleta","Negro","2010-2013","COLISION","Bajaj","20-24","EBRIO","2010-2014"
1346,19,"Marzo","Martes",23,"Guatemala","Guatemala","URBANO","1","Hombre","31","Mayor","Panel","Corinto","2010-2013","COLISION","Toyota","30-34","NORMAL","2010-2014"
1347,19,"Marzo","Martes",2,"Guatemala","Guatemala","URBANO","18","Ignorado","Ignorado","Ignorado","Cabezal","Negro","Ignorado","VUELCO","Freightliner","Ignorado","IGNORADO","Ignorado"
1348,19,"Marzo","Martes",0,"Guatemala","Guatemala","URBANO","18","Hombre","47","Mayor","Automovil","Celeste","Ignorado","CHOQUE","Toyota","45-49","NORMAL","Ignorado"
1349,19,"Marzo","Martes",10,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","19","Mayor","Microbus","Verde","Ignorado","COLISION","Toyota","15-19","NORMAL","Ignorado"
1350,19,"Marzo","Martes",10,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","33","Mayor","Pick up","Rojo","Ignorado","COLISION","Toyota","30-34","NORMAL","Ignorado"
1351,19,"Marzo","Martes",22,"Izabal","Puerto Barrios","RURAL","Ignorado","Hombre","24","Mayor","Pick up","Ignorado","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
1352,19,"Marzo","Martes",22,"Izabal","Puerto Barrios","RURAL","Ignorado","Hombre","24","Mayor","Pick up","Ignorado","1990-1999","COLISION","Ignorado","20-24","IGNORADO","1990-1999"
1353,19,"Marzo","Martes",3,"Petén","Flores","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Ignorado","VUELCO","Honda","Ignorado","IGNORADO","Ignorado"
1354,19,"Marzo","Martes",8,"Petén","San Francisco","RURAL","Ignorado","Hombre","30","Mayor","Camioneta","Ignorado","Ignorado","COLISION","Toyota","30-34","NORMAL","Ignorado"
1355,19,"Marzo","Martes",8,"Petén","San Francisco","RURAL","Ignorado","Hombre","18","Mayor","Motocicleta","Negro","Ignorado","COLISION","Suzuki","15-19","NORMAL","Ignorado"
1356,19,"Marzo","Martes",0,"Chimaltenango","Chimaltenango","RURAL","Ignorado","Hombre","47","Mayor","Automovil","Blanco","1990-1999","CHOQUE","Chevrolet","45-49","EBRIO","1990-1999"
1357,19,"Marzo","Martes",16,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Hombre","34","Mayor","Automovil","Rojo","Ignorado","COLISION","Mazda","30-34","NORMAL","Ignorado"
1358,19,"Marzo","Martes",16,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Mujer","32","Mayor","Automovil","Gris","2000-2009","COLISION","Suzuki","30-34","NORMAL","2000-2009"
1359,20,"Marzo","Miercoles",13,"Jutiapa","Moyuta","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","VUELCO","Toyota","Ignorado","IGNORADO","Ignorado"
1360,20,"Marzo","Miercoles",7,"Santa Rosa","Cuilapa","RURAL","Ignorado","Hombre","30","Mayor","Pick up","Blanco","Ignorado","CHOQUE","Toyota","30-34","IGNORADO","Ignorado"
1361,21,"Marzo","Jueves",14,"Guatemala","Guatemala","URBANO","1","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","COLISION","Nissan_duplicated_37","Ignorado","NORMAL","Ignorado"
1362,21,"Marzo","Jueves",14,"Guatemala","Guatemala","URBANO","1","Hombre","26","Mayor","Automovil","Azul","1980-1989","COLISION","Jeep","25-29","NORMAL","1980-1989"
1363,21,"Marzo","Jueves",14,"Guatemala","Guatemala","URBANO","1","Hombre","29","Mayor","Automovil","Verde","Ignorado","COLISION","Ford","25-29","NORMAL","Ignorado"
1364,21,"Marzo","Jueves",4,"Guatemala","Guatemala","URBANO","1","Hombre","21","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Suzuki","20-24","NORMAL","Ignorado"
1365,21,"Marzo","Jueves",4,"Guatemala","Guatemala","URBANO","1","Hombre","26","Mayor","Camioneta","Gris","2000-2009","COLISION","Suzuki","25-29","NORMAL","2000-2009"
1366,21,"Marzo","Jueves",18,"Guatemala","Guatemala","URBANO","1","Hombre","25","Mayor","Pick up","Ignorado","Ignorado","COLISION","Toyota","25-29","NORMAL","Ignorado"
1367,21,"Marzo","Jueves",18,"Guatemala","Guatemala","URBANO","1","Hombre","42","Mayor","Camioneta","Ignorado","2000-2009","COLISION","Mercedes benz","40-44","NORMAL","2000-2009"
1368,21,"Marzo","Jueves",23,"Guatemala","Guatemala","URBANO","11","Hombre","35","Mayor","Camioneta","Azul","Ignorado","COLISION","Mazda","35-39","EBRIO","Ignorado"
1369,21,"Marzo","Jueves",23,"Guatemala","Guatemala","URBANO","11","Mujer","23","Mayor","Automovil","Gris","Ignorado","COLISION","Toyota","20-24","NORMAL","Ignorado"
1370,21,"Marzo","Jueves",23,"Guatemala","Guatemala","URBANO","11","Mujer","24","Mayor","Automovil","Gris","Ignorado","COLISION","Mazda","20-24","NORMAL","Ignorado"
1371,21,"Marzo","Jueves",23,"Guatemala","Guatemala","URBANO","11","Mujer","48","Mayor","Automovil","Gris","Ignorado","COLISION","Toyota","45-49","NORMAL","Ignorado"
1372,21,"Marzo","Jueves",21,"Guatemala","Villa Nueva","URBANO","11","Hombre","38","Mayor","Automovil","Gris","Ignorado","VUELCO","Ignorado","35-39","EBRIO","Ignorado"
1373,21,"Marzo","Jueves",21,"Jutiapa","Jutiapa","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Ignorado","Ignorado","IGNORADO","Ignorado"
1374,21,"Marzo","Jueves",8,"Chiquimula","Chiquimula","URBANO","2","Hombre","44","Mayor","Pick up","Blanco","1990-1999","COLISION","Toyota","40-44","NORMAL","1990-1999"
1375,21,"Marzo","Jueves",8,"Chiquimula","Chiquimula","URBANO","2","Hombre","24","Mayor","Motocicleta","Blanco","2000-2009","COLISION","Honda","20-24","NORMAL","2000-2009"
1376,21,"Marzo","Jueves",18,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","59","Mayor","Cabezal","Blanco","1990-1999","COLISION","Freightliner","55 y más","NORMAL","1990-1999"
1377,21,"Marzo","Jueves",18,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","37","Mayor","Motocicleta","Azul","2010-2013","COLISION","Ignorado","35-39","NORMAL","2010-2014"
1378,21,"Marzo","Jueves",8,"Santa Rosa","Santa Rosa de Lima","RURAL","Ignorado","Hombre","28","Mayor","Microbus","Blanco","Ignorado","VUELCO","Toyota","25-29","NORMAL","Ignorado"
1379,21,"Marzo","Jueves",21,"Suchitepéquez","San Francisco Zapotitlán","RURAL","Ignorado","Hombre","22","Mayor","Motocicleta","Azul","Ignorado","VUELCO","Movesa","20-24","NORMAL","Ignorado"
1380,21,"Marzo","Jueves",0,"San Marcos","San Rafael Pie de La Cuesta","RURAL","Ignorado","Hombre","19","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","15-19","NORMAL","Ignorado"
1381,21,"Marzo","Jueves",22,"Huehuetenango","Huehuetenango","URBANO","10","Hombre","43","Mayor","Cabezal","Blanco","Ignorado","COLISION","Freightliner","40-44","EBRIO","Ignorado"
1382,21,"Marzo","Jueves",22,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","23","Mayor","Automovil","Gris","Ignorado","COLISION","Honda","20-24","NORMAL","Ignorado"
1383,21,"Marzo","Jueves",22,"El Progreso","San Antonio la Paz","RURAL","Ignorado","Hombre","24","Mayor","Cabezal","Blanco","Ignorado","COLISION","International","20-24","NORMAL","Ignorado"
1384,21,"Marzo","Jueves",22,"El Progreso","San Antonio la Paz","RURAL","Ignorado","Hombre","31","Mayor","Motocicleta","Negro","Ignorado","COLISION","Honda","30-34","NORMAL","Ignorado"
1385,21,"Marzo","Jueves",5,"Petén","Flores","RURAL","Ignorado","Hombre","18","Mayor","Motocicleta","Negro","Ignorado","CHOQUE","Suzuki","15-19","NORMAL","Ignorado"
1386,22,"Marzo","Viernes",23,"Guatemala","Guatemala","URBANO","1","Hombre","23","Mayor","Panel","Blanco","Ignorado","COLISION","Mitsubishi","20-24","NORMAL","Ignorado"
1387,22,"Marzo","Viernes",23,"Guatemala","Guatemala","URBANO","1","Hombre","24","Mayor","Motocicleta","Negro","2010-2013","COLISION","Honda","20-24","NORMAL","2010-2014"
1388,22,"Marzo","Viernes",10,"Guatemala","Guatemala","URBANO","1","Hombre","45","Mayor","Microbus","Blanco","Ignorado","COLISION","Mitsubishi","45-49","NORMAL","Ignorado"
1389,22,"Marzo","Viernes",10,"Guatemala","Guatemala","URBANO","1","Hombre","33","Mayor","Pick up","Ignorado","Ignorado","COLISION","Ignorado","30-34","NORMAL","Ignorado"
1390,22,"Marzo","Viernes",19,"Guatemala","Guatemala","URBANO","18","Hombre","42","Mayor","Automovil","Beige","2000-2009","COLISION","Mazda","40-44","NORMAL","2000-2009"
1391,22,"Marzo","Viernes",19,"Guatemala","Guatemala","URBANO","18","Hombre","26","Mayor","Automovil","Rojo","1980-1989","COLISION","Toyota","25-29","NORMAL","1980-1989"
1392,22,"Marzo","Viernes",6,"Guatemala","Guatemala","URBANO","12","Hombre","35","Mayor","Cabezal","Blanco","Ignorado","COLISION","Freightliner","35-39","NORMAL","Ignorado"
1393,22,"Marzo","Viernes",6,"Guatemala","Guatemala","URBANO","12","Hombre","22","Mayor","Cabezal","Negro","Ignorado","COLISION","Freightliner","20-24","NORMAL","Ignorado"
1394,22,"Marzo","Viernes",6,"Guatemala","Guatemala","URBANO","12","Hombre","32","Mayor","Cabezal","Rojo","Ignorado","COLISION","Freightliner","30-34","NORMAL","Ignorado"
1395,22,"Marzo","Viernes",2,"Guatemala","Villa Nueva","URBANO","12","Hombre","35","Mayor","Automovil","Rojo","Ignorado","VUELCO","Bmw","35-39","EBRIO","Ignorado"
1396,22,"Marzo","Viernes",2,"Guatemala","Mixco","URBANO","3","Hombre","40","Mayor","Motocicleta","Rojo","Ignorado","CHOQUE","Ignorado","40-44","NORMAL","Ignorado"
1397,22,"Marzo","Viernes",21,"Jutiapa","Quesada","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Ignorado","CHOQUE","Ignorado","Ignorado","IGNORADO","Ignorado"
1398,22,"Marzo","Viernes",21,"Jutiapa","Quesada","RURAL","Ignorado","Hombre","26","Mayor","Pick up","Gris","Ignorado","CHOQUE","Nissan_duplicated_37","25-29","IGNORADO","Ignorado"
1399,22,"Marzo","Viernes",20,"Jutiapa","El Progreso","RURAL","Ignorado","Mujer","24","Mayor","Motocicleta","Negro","Ignorado","CHOQUE","Bajaj","20-24","IGNORADO","Ignorado"
1400,22,"Marzo","Viernes",17,"Jalapa","Jalapa","RURAL","Ignorado","Hombre","23","Mayor","Pick up","Gris","Ignorado","CHOQUE","Ignorado","20-24","IGNORADO","Ignorado"
1401,22,"Marzo","Viernes",15,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","33","Mayor","Cabezal","Negro","Ignorado","COLISION","Kenworth","30-34","NORMAL","Ignorado"
1402,22,"Marzo","Viernes",15,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","22","Mayor","Motocicleta","Azul","Ignorado","COLISION","Suzuki","20-24","NORMAL","Ignorado"
1403,22,"Marzo","Viernes",22,"San Marcos","San Marcos","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","CHOQUE","Ignorado","Ignorado","IGNORADO","Ignorado"
1404,22,"Marzo","Viernes",16,"Petén","San Benito","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Rojo","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
1405,22,"Marzo","Viernes",16,"Petén","San Benito","RURAL","Ignorado","Hombre","23","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
1406,22,"Marzo","Viernes",1,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Hombre","21","Mayor","Motocicleta","Gris","Ignorado","VUELCO","Ignorado","20-24","EBRIO","Ignorado"
1407,23,"Marzo","Sabado",23,"Guatemala","Guatemala","URBANO","3","Hombre","24","Mayor","Automovil","Verde","1970-1979","CHOQUE","Datsun","20-24","EBRIO","1970-1979"
1408,23,"Marzo","Sabado",19,"Guatemala","Guatemala","URBANO","11","Hombre","24","Mayor","Taxi","Verde","Ignorado","COLISION","Geo","20-24","EBRIO","Ignorado"
1409,23,"Marzo","Sabado",19,"Guatemala","Guatemala","URBANO","11","Hombre","24","Mayor","Automovil","Gris","Ignorado","COLISION","Nissan_duplicated_37","20-24","NORMAL","Ignorado"
1410,23,"Marzo","Sabado",20,"Guatemala","Guatemala","URBANO","11","Hombre","52","Mayor","Automovil","Celeste","1990-1999","COLISION","Toyota","50-54","EBRIO","1990-1999"
1411,23,"Marzo","Sabado",20,"Guatemala","Guatemala","URBANO","11","Hombre","43","Mayor","Taxi","Blanco","2000-2009","COLISION","Hyundai","40-44","NORMAL","2000-2009"
1412,23,"Marzo","Sabado",22,"Guatemala","Guatemala","URBANO","12","Ignorado","Ignorado","Ignorado","Taxi","Blanco","Ignorado","COLISION","Hyundai","Ignorado","IGNORADO","Ignorado"
1413,23,"Marzo","Sabado",22,"Guatemala","Guatemala","URBANO","12","Hombre","24","Mayor","Motocicleta","Negro","Ignorado","COLISION","Ignorado","20-24","NORMAL","Ignorado"
1414,23,"Marzo","Sabado",19,"Guatemala","Mixco","URBANO","3","Hombre","52","Mayor","Taxi","Blanco","Ignorado","COLISION","Geo","50-54","NORMAL","Ignorado"
1415,23,"Marzo","Sabado",19,"Guatemala","Mixco","URBANO","3","Hombre","45","Mayor","Pick up","Negro","Ignorado","COLISION","Isuzu","45-49","NORMAL","Ignorado"
1416,23,"Marzo","Sabado",18,"Jalapa","San Pedro Pinula","RURAL","Ignorado","Hombre","30","Mayor","Mototaxi","Rojo","2010-2013","COLISION","Bajaj","30-34","NORMAL","2010-2014"
1417,23,"Marzo","Sabado",18,"Jalapa","San Pedro Pinula","RURAL","Ignorado","Hombre","37","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","35-39","NORMAL","Ignorado"
1418,23,"Marzo","Sabado",12,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","27","Mayor","Motocicleta","Azul","2000-2009","VUELCO","Suzuki","25-29","EBRIO","2000-2009"
1419,23,"Marzo","Sabado",18,"Zacapa","Zacapa","URBANO","1","Hombre","30","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Suzuki","30-34","EBRIO","Ignorado"
1420,23,"Marzo","Sabado",18,"Zacapa","Zacapa","URBANO","1","Mujer","25","Mayor","Automovil","Ignorado","2000-2009","COLISION","Toyota","25-29","NORMAL","2000-2009"
1421,23,"Marzo","Sabado",18,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","38","Mayor","Automovil","Corinto","2000-2009","COLISION","Toyota","35-39","NORMAL","2000-2009"
1422,23,"Marzo","Sabado",18,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","62","Mayor","Motocicleta","Blanco","Ignorado","COLISION","Ignorado","55 y más","NORMAL","Ignorado"
1423,23,"Marzo","Sabado",21,"Escuintla","Tiquizate","URBANO","2","Hombre","44","Mayor","Motocicleta","Negro","2000-2009","CHOQUE","Bajaj","40-44","EBRIO","2000-2009"
1424,23,"Marzo","Sabado",21,"Escuintla","Palín","RURAL","Ignorado","Hombre","34","Mayor","Pick up","Gris","2000-2009","COLISION","Ignorado","30-34","EBRIO","2000-2009"
1425,23,"Marzo","Sabado",21,"Escuintla","Palín","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1990-1999","COLISION","Isuzu","Ignorado","NORMAL","1990-1999"
1426,23,"Marzo","Sabado",19,"Escuintla","Escuintla","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Ignorado","COLISION","Suzuki","Ignorado","NORMAL","Ignorado"
1427,23,"Marzo","Sabado",19,"Escuintla","Escuintla","RURAL","Ignorado","Mujer","32","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","30-34","NORMAL","Ignorado"
1428,23,"Marzo","Sabado",19,"Santa Rosa","Cuilapa","RURAL","Ignorado","Hombre","38","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Honda","35-39","NORMAL","Ignorado"
1429,23,"Marzo","Sabado",19,"Santa Rosa","Cuilapa","RURAL","Ignorado","Hombre","35","Mayor","Automovil","Verde","2000-2009","COLISION","Kia","35-39","NORMAL","2000-2009"
1430,23,"Marzo","Sabado",21,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","50","Mayor","Cabezal","Ignorado","Ignorado","COLISION","Ignorado","50-54","IGNORADO","Ignorado"
1431,23,"Marzo","Sabado",21,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
1432,23,"Marzo","Sabado",18,"Retalhuleu","Retalhuleu","URBANO","1","Mujer","22","Mayor","Motocicleta","Blanco","Ignorado","COLISION","Suzuki","20-24","NORMAL","Ignorado"
1433,23,"Marzo","Sabado",18,"Retalhuleu","Retalhuleu","URBANO","1","Hombre","19","Mayor","Bus urbano","Amarillo","1990-1999","COLISION","Ford","15-19","NORMAL","1990-1999"
1434,23,"Marzo","Sabado",3,"Retalhuleu","Retalhuleu","URBANO","1","Hombre","35","Mayor","Mototaxi","Rojo","Ignorado","VUELCO","Bajaj","35-39","NORMAL","Ignorado"
1435,23,"Marzo","Sabado",14,"San Marcos","San Antonio Sacatepéquez","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Azul","Ignorado","VUELCO","Ignorado","Ignorado","IGNORADO","Ignorado"
1436,23,"Marzo","Sabado",22,"San Marcos","San Pablo ","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
1437,23,"Marzo","Sabado",22,"San Marcos","San Pablo ","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
1438,23,"Marzo","Sabado",20,"Izabal","Puerto Barrios","RURAL","Ignorado","Hombre","33","Mayor","Automovil","Gris","Ignorado","COLISION","Mitsubishi","30-34","EBRIO","Ignorado"
1439,23,"Marzo","Sabado",20,"Izabal","Puerto Barrios","RURAL","Ignorado","Hombre","45","Mayor","Cabezal","Blanco","1990-1999","COLISION","Freightliner","45-49","NORMAL","1990-1999"
1440,23,"Marzo","Sabado",3,"Izabal","Morales","RURAL","Ignorado","Hombre","41","Mayor","Pick up","Negro","Ignorado","CHOQUE","Ignorado","40-44","EBRIO","Ignorado"
1441,23,"Marzo","Sabado",16,"Petén","Sayaxché","RURAL","Ignorado","Mujer","26","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","25-29","NORMAL","Ignorado"
1442,23,"Marzo","Sabado",16,"Petén","Sayaxché","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
1443,23,"Marzo","Sabado",10,"Sacatepéquez","San Lucas Sacatepéquez","RURAL","Ignorado","Hombre","33","Mayor","Automovil","Negro","2000-2009","COLISION","Suzuki","30-34","NORMAL","2000-2009"
1444,23,"Marzo","Sabado",10,"Sacatepéquez","San Lucas Sacatepéquez","RURAL","Ignorado","Hombre","19","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Bajaj","15-19","NORMAL","2010-2014"
1445,24,"Marzo","Domingo",1,"Guatemala","Guatemala","URBANO","3","Hombre","27","Mayor","Automovil","Gris","1990-1999","COLISION","Bmw","25-29","EBRIO","1990-1999"
1446,24,"Marzo","Domingo",1,"Guatemala","Guatemala","URBANO","3","Hombre","48","Mayor","Automovil","Negro","Ignorado","COLISION","Mazda","45-49","EBRIO","Ignorado"
1447,24,"Marzo","Domingo",19,"Guatemala","Guatemala","URBANO","7","Hombre","25","Mayor","Automovil","Blanco","2000-2009","COLISION","Suzuki","25-29","EBRIO","2000-2009"
1448,24,"Marzo","Domingo",19,"Guatemala","Guatemala","URBANO","7","Hombre","26","Mayor","Automovil","Celeste","1980-1989","COLISION","Ignorado","25-29","NORMAL","1980-1989"
1449,24,"Marzo","Domingo",1,"Guatemala","Guatemala","URBANO","7","Hombre","51","Mayor","Pick up","Negro","1990-1999","CHOQUE","Toyota","50-54","EBRIO","1990-1999"
1450,24,"Marzo","Domingo",1,"Guatemala","Guatemala","URBANO","12","Hombre","39","Mayor","Pick up","Rojo","1990-1999","COLISION","Chevrolet","35-39","EBRIO","1990-1999"
1451,24,"Marzo","Domingo",1,"Guatemala","Guatemala","URBANO","12","Hombre","36","Mayor","Bus urbano","Ignorado","Ignorado","COLISION","Mercedes benz","35-39","NORMAL","Ignorado"
1452,24,"Marzo","Domingo",14,"Guatemala","Guatemala","URBANO","7","Hombre","22","Mayor","Automovil","Gris","Ignorado","CHOQUE","Ignorado","20-24","NORMAL","Ignorado"
